101
1;12345678910;500.0
2;21367283213;100.0
3;32229467603;932.0
4;45257342642;500.0
5;69470096690;314.0
6;59185185680;661.0
7;9670025672;1313.0
8;44819406620;32.0
9;10603561632;5151.0
10;61302354612;55.0
11;14126858695;23213.0
12;13326275609;31321.0
13;57642050690;312.0
14;12461203644;531.0
15;74158904692;516.0
16;13751828621;8678.0
17;63700323603;213.0
18;68628648666;867.0
19;3630139620;31321.0
20;29130224640;1867.0
21;88738945690;5122.0
22;59945353624;868.0
23;17022440670;5876.0
24;69093251686;231.0
25;24787914634;678.0
26;44744400647;512.0
27;55180611610;688.0
28;6858425683;786.0
29;88456362670;867.0
30;2392372691;876.0
31;51287225624;764.0
32;67477226635;8686.0
33;55848519650;962.0
34;31242520635;5432.0
35;40907412629;56498.0
36;15072283682;768.0
37;870942662;544.0
38;1207559636;88677.0
39;56617972651;65432.0
40;86063431616;1321.0
41;55454419648;65421.0
42;12158489600;654.0
43;37238946661;2131.0
44;23588118667;999.0
45;71580511619;64546.0
46;73301437664;21226.0
47;58193315677;654.0
48;75682648668;564.0
49;75472081696;789.0
50;40590074636;654.0
51;58756675674;453.0
52;81292379626;876.0
53;45366780691;42.0
54;32960208617;523.0
55;63846143677;642523.0
56;6840290654;52.0
57;6924423671;7345.0
58;5162007633;432.0
59;59650891633;3424.0
60;85703933692;7.0
61;87541674699;2342.0
62;65931486607;4326.0
63;37466139655;423.0
64;71292624604;772.0
65;83604757681;323.0
66;25843557600;432.0
67;41875659650;623.0
68;70764783661;43.0
69;16198244695;62.0
70;90704926601;342.0
71;38474689600;432.0
72;16526036627;723.0
73;50317378678;1234.0
74;78813344600;6542.0
75;24069673601;72.0
76;49273356664;532.0
77;28822468627;342.0
78;47289833660;45.0
79;96138792696;32.0
80;99533655631;723.0
81;25762582639;643.0
82;47669813679;324.0
83;9284831695;5347.0
84;44075086631;7432.0
85;8886041659;62432.0
86;80078755654;2347.0
87;36298370692;75.0
88;87827487645;234.0
89;15319309643;76543.0
90;55283988600;543.0
91;11943703655;432.0
92;19548900602;47234.0
93;46772914627;324.0
94;5686911649;65.0
95;37019266622;432.0
96;25300499633;654.0
97;7855554637;34234.0
98;34320593618;654.0
99;16510813602;654.0
100;38474689600;236575.0
101;11111111111;0.0
